Causas (lista perinatal reducida);Sexo;Nacional;Comunidades y Ciudades Autónomas;Total
43-45 Trastornos del sistema digestivo del feto y del recién nacido;Mujeres;Total;Rioja, La;0
43-45 Trastornos del sistema digestivo del feto y del recién nacido;Mujeres;Total;Ceuta;0
43-45 Trastornos del sistema digestivo del feto y del recién nacido;Mujeres;Total;Melilla;0
43-45 Trastornos del sistema digestivo del feto y del recién nacido;Mujeres;Extranjero;;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;;5
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Andalucía;2
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Aragón;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Asturias, Principado de;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Balears, Illes;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Canarias;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Cantabria;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Castilla y León;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Castilla-La Mancha;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Catalu¤a;1
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Comunitat Valenciana;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Extremadura;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Galicia;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Madrid, Comunidad de;1
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Murcia, Región de;1
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Navarra, Comunidad Foral de;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;País Vasco;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Rioja, La;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Ceuta;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Total;Melilla;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Ambos sexos;Extranjero;;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;;2
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Andalucía;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Aragón;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Asturias, Principado de;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Balears, Illes;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Canarias;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Cantabria;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Castilla y León;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Castilla-La Mancha;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Catalu¤a;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Comunitat Valenciana;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Extremadura;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Galicia;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Madrid, Comunidad de;1
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Murcia, Región de;1
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Navarra, Comunidad Foral de;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;País Vasco;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Rioja, La;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Ceuta;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Total;Melilla;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Hombres;Extranjero;;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;;3
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Andalucía;2
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Aragón;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Asturias, Principado de;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Balears, Illes;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Canarias;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Cantabria;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Castilla y León;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Castilla-La Mancha;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Catalu¤a;1
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Comunitat Valenciana;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Extremadura;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Galicia;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Madrid, Comunidad de;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Murcia, Región de;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Navarra, Comunidad Foral de;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;País Vasco;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Rioja, La;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Ceuta;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Total;Melilla;0
46-48 Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido;Mujeres;Extranjero;;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;;23
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Andalucía;6
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Aragón;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Asturias, Principado de;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Balears, Illes;2
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Canarias;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Cantabria;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Castilla y León;2
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Castilla-La Mancha;1
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Catalu¤a;4
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Comunitat Valenciana;3
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Extremadura;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Galicia;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Madrid, Comunidad de;2
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Murcia, Región de;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Navarra, Comunidad Foral de;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;País Vasco;3
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Rioja, La;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Ceuta;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Total;Melilla;0
49 Otros trastornos originados en el periodo perinatal;Ambos sexos;Extranjero;;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;;13
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Andalucía;5
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Aragón;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Asturias, Principado de;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Balears, Illes;1
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Canarias;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Cantabria;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Castilla y León;1
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Castilla-La Mancha;1
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Catalu¤a;3
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Comunitat Valenciana;1
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Extremadura;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Galicia;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Madrid, Comunidad de;1
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Murcia, Región de;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Navarra, Comunidad Foral de;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;País Vasco;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Rioja, La;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Ceuta;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Total;Melilla;0
49 Otros trastornos originados en el periodo perinatal;Hombres;Extranjero;;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;;10
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Andalucía;1
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Aragón;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Asturias, Principado de;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Balears, Illes;1
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Canarias;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Cantabria;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Castilla y León;1
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Castilla-La Mancha;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Catalu¤a;1
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Comunitat Valenciana;2
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Extremadura;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Galicia;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Madrid, Comunidad de;1
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Murcia, Región de;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Navarra, Comunidad Foral de;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;País Vasco;3
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Rioja, La;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Ceuta;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Total;Melilla;0
49 Otros trastornos originados en el periodo perinatal;Mujeres;Extranjero;;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;;65
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Andalucía;17
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Aragón;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Asturias, Principado de;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Balears, Illes;2
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Canarias;3
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Cantabria;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Castilla y León;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Castilla-La Mancha;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Catalu¤a;17
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Comunitat Valenciana;5
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Extremadura;2
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Galicia;4
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Madrid, Comunidad de;6
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Murcia, Región de;4
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Navarra, Comunidad Foral de;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;País Vasco;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Rioja, La;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Ceuta;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Total;Melilla;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Extranjero;;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;;38
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Andalucía;12
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Aragón;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Asturias, Principado de;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Balears, Illes;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Canarias;3
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Cantabria;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Castilla y León;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Castilla-La Mancha;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Catalu¤a;9
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Comunitat Valenciana;2
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Extremadura;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Galicia;3
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Madrid, Comunidad de;3
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Murcia, Región de;3
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Navarra, Comunidad Foral de;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;País Vasco;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Rioja, La;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Ceuta;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Total;Melilla;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Extranjero;;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;;27
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Andalucía;5
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Aragón;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Asturias, Principado de;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Balears, Illes;2
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Canarias;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Cantabria;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Castilla y León;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Castilla-La Mancha;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Catalu¤a;8
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Comunitat Valenciana;3
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Extremadura;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Galicia;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Madrid, Comunidad de;3
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Murcia, Región de;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Navarra, Comunidad Foral de;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;País Vasco;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Rioja, La;1
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Ceuta;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Total;Melilla;0
50-82 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Extranjero;;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;;8
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Andalucía;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Aragón;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Asturias, Principado de;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Balears, Illes;1
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Canarias;1
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Cantabria;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Castilla y León;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Castilla-La Mancha;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Catalu¤a;3
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Comunitat Valenciana;1
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Extremadura;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Galicia;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Madrid, Comunidad de;1
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Murcia, Región de;1
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Navarra, Comunidad Foral de;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;País Vasco;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Rioja, La;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Ceuta;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Total;Melilla;0
50-57 Malformaciones congénitas del sistema nervioso;Ambos sexos;Extranjero;;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;;4
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Andalucía;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Aragón;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Asturias, Principado de;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Balears, Illes;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Canarias;1
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Cantabria;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Castilla y León;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Castilla-La Mancha;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Catalu¤a;1
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Comunitat Valenciana;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Extremadura;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Galicia;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Madrid, Comunidad de;1
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Murcia, Región de;1
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Navarra, Comunidad Foral de;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;País Vasco;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Rioja, La;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Ceuta;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Total;Melilla;0
50-57 Malformaciones congénitas del sistema nervioso;Hombres;Extranjero;;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;;4
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Andalucía;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Aragón;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Asturias, Principado de;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Balears, Illes;1
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Canarias;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Cantabria;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Castilla y León;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Castilla-La Mancha;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Catalu¤a;2
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Comunitat Valenciana;1
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Extremadura;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Galicia;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Madrid, Comunidad de;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Murcia, Región de;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Navarra, Comunidad Foral de;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;País Vasco;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Rioja, La;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Ceuta;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Total;Melilla;0
50-57 Malformaciones congénitas del sistema nervioso;Mujeres;Extranjero;;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Andalucía;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Aragón;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Asturias, Principado de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Balears, Illes;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Canarias;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Cantabria;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Castilla y León;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Castilla-La Mancha;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Catalu¤a;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Comunitat Valenciana;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Extremadura;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Galicia;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Madrid, Comunidad de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Murcia, Región de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Navarra, Comunidad Foral de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;País Vasco;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Rioja, La;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Ceuta;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Total;Melilla;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Ambos sexos;Extranjero;;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Andalucía;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Aragón;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Asturias, Principado de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Balears, Illes;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Canarias;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Cantabria;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Castilla y León;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Castilla-La Mancha;0
